code,name,district,percentage_pass,percentage_pass_round,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,longitude,latitude,ownership,ward,number_enrolled,number_teaching_staff,ratio,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,region,candidates,number_pass,percentage_pass_change
PS1103-058,Lugeni Primary School,Morogoro,0,0,14575,13,1,7.692307692,10553,primary,37.7498494,-7.1096049,government,Mtombozi,124,4,31,1,,Morogoro,14,0,-7.692307692
PS1103-068,Magogoni Primary School,Morogoro,81.48148148,81,820,17,1,5.882352941,12437,primary,37.9873742,-7.2294997,government,Selembala,409,4,102,1,,Morogoro,27,22,75.59912854
PS1103-118,Kizagila Primary School,Morogoro,0,0,15432,27,0,0,15318,primary,37.7441395,-7.2209905,government,Kasanga,190,4,48,1,,Morogoro,15,0,0
PS1103-127,Kilengezi Primary School,Morogoro,78.94736842,79,4503,12,8,66.66666667,1726,primary,37.8462699,-7.2797569,government,Mvuha,232,4,58,1,,Morogoro,19,15,12.28070175
PS1103-142,Kitengu Primary School,Morogoro,6.666666667,7,15306,21,0,0,14801,primary,,,government,Singisa,415,4,104,1,,Morogoro,30,2,6.666666667
PS1105-082,Ngombo Primary School,Ulanga,25,25,10634,20,0,0,15005,primary,,,government,Biro,324,4,81,,,Morogoro,12,3,25
PS1105-083,Majengo Primary School,Ulanga,12.5,13,15011,11,0,0,13034,primary,36.5744459,-8.6162244,government,Msogezi,113,4,28,,,Morogoro,16,2,12.5
PS1106-001,Bumu Primary School,Mvomero,34.375,34,11720,22,15,68.18181818,1167,primary,37.5694924,-7.0782553,government,Langali/mgt,247,4,62,,0,Morogoro,32,11,-33.80681818
PS1106-002,Bunduki Primary School,Mvomero,3.703703704,4,15092,44,9,20.45454545,14549,primary,37.617746,-7.0314208,government,Bunduki,189,4,47,,0,Morogoro,27,1,-16.75084175
PS1106-006,Dibago Primary School,Mvomero,22.72727273,23,13611,39,4,10.25641026,14875,primary,37.4652445,-6.063787,government,Kinda,403,4,101,,0,Morogoro,44,10,12.47086247
PS1106-009,Difinga Primary School,Mvomero,59.09090909,59,7621,32,0,0,15152,primary,37.6703775,-5.9882881,government,Kanga,381,4,95,,0,Morogoro,44,26,59.09090909
PS1106-020,Jegea Primary School,Mvomero,23.33333333,23,13522,20,1,5,15236,primary,37.4016975,-6.1868205,government,Mvomero,151,4,38,,0,Morogoro,30,7,18.33333333
PS1106-026,Kibigiri Primary School,Mvomero,0,0,15612,37,4,10.81081081,11285,primary,37.6118142,-7.0415228,government,Bunduki,296,4,74,,0,Morogoro,38,0,-10.81081081
PS1106-027,Kibogoji Primary School,Mvomero,23.52941176,24,13727,30,3,10,12816,primary,37.479622,-5.8852339,government,Kibati,268,4,67,,0,Morogoro,34,8,13.52941176
PS1106-035,Kinda Primary School,Mvomero,9.090909091,9,14294,34,5,14.70588235,9187,primary,37.4386053,-6.1476296,government,Kinda,386,4,97,,0,Morogoro,22,2,-5.614973262
PS1106-046,Luale Primary School,Mvomero,20.51282051,21,13762,76,7,9.210526316,13706,primary,37.5368948,-7.1325477,government,Kikeo,369,4,92,,0,Morogoro,78,16,11.3022942
PS1106-068,Masimba Primary School,Mvomero,23.80952381,24,13359,22,0,0,10994,primary,37.5377027,-5.9325686,government,Kibati,318,4,80,,0,Morogoro,21,5,23.80952381
PS1106-083,Mkata Ranch Primary School,Mvomero,16.66666667,17,10265,7,1,14.28571429,7497,primary,,,government,Melela,357,4,89,,0,Morogoro,6,1,2.380952381
PS1106-092,Mombo Primary School,Mvomero,11.11111111,11,14952,,,,,primary,,,government,Langali/mgt,391,4,98,,0,Morogoro,9,1,
PS1106-105,Ng'ungulu Primary School,Mvomero,86.20689655,86,3473,44,16,36.36363636,7081,primary,,,government,Nyandira,740,4,185,,0,Morogoro,58,50,49.84326019
PS1106-106,Njeula Primary School,Mvomero,93.33333333,93,571,21,1,4.761904762,14642,primary,37.8248574,-5.9644107,government,Kanga,276,4,69,,0,Morogoro,15,14,88.57142857
PS1106-109,Pandambili Primary School,Mvomero,0,0,15485,27,9,33.33333333,9561,primary,37.5323246,-5.8203437,government,Kibati,284,4,71,,0,Morogoro,22,0,-33.33333333
PS1106-111,Pinde Primary School,Mvomero,86.20689655,86,1133,30,2,6.666666667,13861,primary,,,government,Langali/mgt,248,4,62,,0,Morogoro,29,25,79.54022989
PS1106-122,Vie Primary School,Mvomero,23.80952381,24,13504,24,0,0,15357,primary,37.6370353,-7.0376812,government,Bunduki,370,4,93,,0,Morogoro,21,5,23.80952381
PS1106-139,Mwenge Primary School,Mvomero,0,0,15135,19,1,5.263157895,7733,primary,37.4399987,-6.6677886,government,Mzumbe,1009,4,252,,0,Morogoro,10,0,-5.263157895
PS1204-063,Mkongi Primary School,Newala,6.666666667,7,15202,52,1,1.923076923,12050,primary,,,government,Chilangala,388,4,97,,0,Mtwara,45,3,4.743589744
PS1204-096,Namihonga Primary School,Newala,11.11111111,11,13547,11,1,9.090909091,6156,primary,,,government,Mkoma 11,81,4,20,,0,Mtwara,9,1,2.02020202
PS1205-024,Liponde Primary School,Tandahimba,46.15384615,46,7670,14,0,0,14093,primary,,,government,Chaume,214,4,54,1,,Mtwara,13,6,46.15384615
PS1206-013,Kamundi Primary School,Nanyumbu,37.5,38,6580,19,4,21.05263158,4758,primary,,,government,Mikangaula,180,4,45,,0,Mtwara,24,9,16.44736842
PS1206-062,Nakatete Primary School,Nanyumbu,0,0,15237,31,9,29.03225806,5615,primary,,,government,Chipuputa,255,4,64,,0,Mtwara,30,0,-29.03225806
PS1401-007,Changalikwa Primary School,Bagamoyo,34.28571429,34,10119,17,6,35.29411765,5163,primary,,,government,Mbwewe,404,4,101,1,,Pwani,35,12,-1.008403361
PS1401-119,Vundumu Primary School,Bagamoyo,0,0,15115,38,1,2.631578947,14074,primary,,,government,Talawanda,102,4,26,1,,Pwani,15,0,-2.631578947
PS1403-129,Nyani Primary School,Kisarawe,35.29411765,35,11972,9,1,11.11111111,11457,primary,,,government,Mafizi,186,4,47,,,Pwani,17,6,24.18300654
PS1405-002,Bumba Primary School,Rufiji,41.66666667,42,7989,12,3,25,8660,primary,,,government,Mtawanya,126,4,32,,,Pwani,12,5,16.66666667
PS1405-019,Kingupira Primary School,Rufiji,100,100,278,,,,,primary,,,government,Ngarambe,34,4,9,,,Pwani,7,7,
PS1405-030,Mbunju Primary School,Rufiji,35,35,12430,10,0,0,14010,primary,,,government,Mkongo,157,4,39,,,Pwani,20,7,35
PS1405-037,Mibuyusaba Primary School,Rufiji,11.11111111,11,11310,23,1,4.347826087,13267,primary,,,government,Mwaseni,103,4,26,,,Pwani,9,1,6.763285024
PS1405-040,Mkenda Primary School,Rufiji,81.25,81,5924,10,0,0,9823,primary,,,government,Mwambao,128,4,32,,,Pwani,16,13,81.25
PS1405-078,Twasalie Primary School,Rufiji,21.42857143,21,13694,9,4,44.44444444,4164,primary,,,government,Maparoni,101,4,25,,,Pwani,28,6,-23.01587302
PS1405-092,Mchinga Primary School,Rufiji,75,75,1320,,,,,primary,,,government,Salale,119,4,30,,,Pwani,8,6,
PS1405-101,Mihilu Primary School,Rufiji,0,0,15289,29,1,3.448275862,14530,primary,,,government,Chumbi,145,4,36,,,Pwani,11,0,-3.448275862
PS1405-103,Tapika Primary School,Rufiji,0,0,14207,18,2,11.11111111,13424,primary,,,government,Ngarambe,68,4,17,,,Pwani,11,0,-11.11111111
PS1405-105,Machipi Primary School,Rufiji,17.39130435,17,14638,28,4,14.28571429,10386,primary,,,government,Mlanzi,151,4,38,,,Pwani,23,4,3.105590062
PS1502-012,Kalila Primary School,Nkasi,23.52941176,24,12945,21,3,14.28571429,12872,primary,,,government,Kabwe,275,4,69,,0,Rukwa,17,4,9.243697479
PS1502-014,Kanchui Primary School,Nkasi,90.90909091,91,4096,37,12,32.43243243,6887,primary,,,government,Kabwe,216,4,54,,0,Rukwa,22,20,58.47665848
PS1502-080,Mpenge Primary School,Nkasi,53.33333333,53,7447,15,0,0,13713,primary,,,government,Kabwe,498,4,125,,0,Rukwa,15,8,53.33333333
PS1601-163,Mapipili Primary School,Mbinga,22.95081967,23,12943,56,9,16.07142857,8385,primary,,,government,K/lomo,504,4,126,,0,Ruvuma,61,14,6.879391101
PS1601-167,Mtua Primary School,Mbinga,16.66666667,17,14252,23,1,4.347826087,12635,primary,,,government,Mpepai,402,4,101,,0,Ruvuma,36,6,12.31884058
PS1601-239,Changarawe Primary School,Mbinga,18.18181818,18,11455,18,0,0,14422,primary,,,government,Mpepai,222,4,56,,0,Ruvuma,11,2,18.18181818
PS1601-288,Langandondo Primary School,Mbinga,0,0,14647,22,1,4.545454546,14413,primary,,,government,Litembo,171,4,43,,0,Ruvuma,12,0,-4.545454546
PS1601-289,Mapendano Primary School,Mbinga,0,0,15192,13,0,0,12598,primary,,,government,Namswea,128,4,32,,0,Ruvuma,7,0,0
PS1601-303,Luposo Primary School,Mbinga,11.11111111,11,15151,,,,,primary,,,government,Mbangamao,184,4,46,,0,Ruvuma,27,3,
PS1602-064,Azimio Primary School,Tunduru,2.247191011,2,15576,84,1,1.190476191,14731,primary,,,government,Semeni,526,4,132,,,Ruvuma,89,2,1.056714821
PS1602-111,Chajila Primary School,Tunduru,0,0,15511,13,3,23.07692308,9865,primary,,,government,Kidodoma,125,4,31,,,Ruvuma,7,0,-23.07692308
PS1602-114,Jakika Primary School,Tunduru,28.57142857,29,11932,11,4,36.36363636,4974,primary,,,government,Jakika,97,4,24,,,Ruvuma,14,4,-7.792207792
PS1602-127,Mdingula Primary School,Tunduru,0,0,15184,16,5,31.25,8300,primary,,,government,Tuwemacho,143,4,36,,,Ruvuma,18,0,-31.25
PS1605-041,Mfuate Primary School,Namtumbo,32,32,11017,23,5,21.73913043,10271,primary,,,government,Likuyuseka Mag.,350,4,88,,0,Ruvuma,25,8,10.26086957
PS1802-013,Isseke Primary School,Manyoni,14.81481481,15,13841,22,2,9.090909091,10336,primary,,,government,Isseke,237,4,59,3,0,Singida,27,4,5.723905724
PS1802-086,Kapiti Primary School,Manyoni,7.142857143,7,14547,19,0,0,14972,primary,,,government,Muhalala,299,4,75,3,0,Singida,14,1,7.142857143
PS1802-100,Ipululu Primary School,Manyoni,0,0,15640,,,,,primary,,,government,Chikola,382,4,96,2,0,Singida,46,0,
PS2002-026,Kieti Primary School,Korogwe,13.04347826,13,13411,,,,13994,primary,,,government,Vugiri,290,4,73,,,Tanga,23,3,
PS2002-044,Kwemanolo Primary School,Korogwe,67.5,68,3127,27,1,3.703703704,11185,primary,,,government,Mpale,513,4,128,,,Tanga,40,27,63.7962963
PS2103-004,Olkitikiti Primary School,Kiteto,30.76923077,31,9510,10,0,0,14972,primary,37.0651242,-5.581022,government,Lengatei,245,4,61,2,0,Manyara,13,4,30.76923077
PS2103-028,Songambele Primary School,Kiteto,2.380952381,2,15538,40,6,15,14231,primary,36.477849,-5.6800285,government,Songambele,285,4,71,2,0,Manyara,42,1,-12.61904762
PS2103-057,Amei Primary School,Kiteto,14.28571429,14,15614,23,0,0,15362,primary,37.1280646,-5.3112223,government,Loolera,165,4,41,2,0,Manyara,14,2,14.28571429
PS2103-060,Mbikasi Primary School,Kiteto,0,0,15654,27,0,0,15341,primary,,,government,Sunya,165,4,41,2,0,Manyara,21,0,0
PS2103-066,Malimogo Primary School,Kiteto,20,20,14824,8,0,0,14996,primary,,,government,Lengatei,114,4,29,2,0,Manyara,10,2,20
PS2103-069,Kinua Primary School,Kiteto,16.66666667,17,12920,30,0,0,15000,primary,,,government,Namelock,230,4,58,2,0,Manyara,18,3,16.66666667
PS2103-075,Mguli Primary School,Kiteto,8.333333333,8,14921,25,1,4,12290,primary,,,government,Dosidosi,174,4,44,2,0,Manyara,24,2,4.333333333
PS2601-002,Chanjale Primary School,Ludewa,71.875,72,3713,,,,,primary,34.1897624,-9.6289977,government,Lumbila,217,4,54,,0,Njombe,32,23,
PS2601-009,Ilela Primary School,Ludewa,25.80645161,26,11797,,,,,primary,,,government,Ruhuhu,155,4,39,1,0,Njombe,31,8,
PS2601-015,Kimata Primary School,Ludewa,22.22222222,22,12446,,,,,primary,34.4668328,-9.9004533,government,Makonde,167,4,42,,0,Njombe,18,4,
PS2601-025,Lifua Primary School,Ludewa,64.86486486,65,6122,,,,,primary,,,government,Luilo,296,4,74,,0,Njombe,37,24,
PS2601-030,Lihagule Primary School,Ludewa,7.142857143,7,14652,,,,,primary,,,government,Masasi,177,4,44,,0,Njombe,28,2,
PS2601-033,Liunji Primary School,Ludewa,94.44444444,94,1088,,,,,primary,34.4017533,-9.8838405,government,Makonde,217,4,54,,0,Njombe,18,17,
PS2601-071,Mchuchuma Primary School,Ludewa,95.23809524,95,1198,,,,,primary,34.6827888,-10.380393,government,Luilo,222,4,56,,0,Njombe,21,20,
PS2601-083,Ndowa Primary School,Ludewa,0,0,15480,,,,,primary,34.3932467,-9.8602579,government,Makonde,147,4,37,,0,Njombe,23,0,
PS2601-087,Nkanda Primary School,Ludewa,100,100,1087,,,,,primary,34.094828,-9.5438536,government,Lumbila,115,4,29,,0,Njombe,16,16,
PS2601-097,Ugera Primary School,Ludewa,10.52631579,11,14986,,,,,primary,34.6998311,-9.8660852,government,Mkongobaki,152,4,38,1,0,Njombe,19,2,
PS2602-040,Lugao Primary School,Makete,72.72727273,73,1709,,,,,primary,,,government,Luwumbu,62,4,16,,0,Njombe,11,8,
PS2604-030,Livingstone Primary School,Njombe,100,100,111,,,,,primary,,,private,Ramadhani,374,4,94,30,0,Njombe,37,37,
PS2605-083,Lwanzali Primary School,Njombe,65.51724138,66,4136,,,,,primary,,,government,Idamba,231,4,58,,0,Njombe,29,19,
PS2703-049,Mwabonji Primary School,Busega,36.36363636,36,9215,,,,,primary,33.7901589,-2.3497357,government,Igalukilo,337,4,84,,,Simiyu,22,8,
S2486,Thawi Secondary School,Kondoa,43,43,3017,7,3,42.85714286,3479,secondary,35.7073218,-4.7342362,government,Thawi,38,4,10,1,,Dodoma,7,3,0.142857143
S4069,Nyuat Secondary School,Arusha Municipal,83,83,2138,20,0,0,4141,secondary,,,private,Elerai,7,4,2,2,0,Arusha,6,5,83
PS0103-089,Njoro Primary School,Karatu,0,0,15475,24,0,0,14751,primary,,,government,Baray,196,3,65,,,Arusha,13,0,0
PS0103-096,Mohedagew Primary School,Karatu,8.695652174,9,11484,,,,,primary,,,government,Baray,135,3,45,,,Arusha,23,2,
PS0104-033,Magadini Primary School,Longido,50,50,9905,14,0,0,13248,primary,36.005933,-2.629848,government,Gelai Meirugoi,250,3,83,1,0,Arusha,22,11,50
PS0303-078,Kuuta Primary School,Kondoa,35.21126761,35,9643,85,9,10.58823529,11037,primary,,,government,Haubi,536,3,179,1,0,Dodoma,71,25,24.62303231
PS0304-169,Vikundi Primary School,Mpwapwa,26.31578947,26,13883,20,6,30,6734,primary,36.4885598,-7.2045134,government,Ipera,165,3,55,,,Dodoma,19,5,-3.684210526
PS0304-171,Isasamambo Primary School,Mpwapwa,40,40,9887,42,3,7.142857143,10756,primary,36.2596558,-6.6706168,government,Wotta,235,3,78,,,Dodoma,40,16,32.85714286
PS0305-083,Silale Primary School,Kongwa,12.5,13,12232,6,0,0,11457,primary,36.550057,-5.8250864,government,Makawa,203,3,68,,1,Dodoma,8,1,12.5
PS0305-091,Wangazi Primary School,Kongwa,0,0,15126,17,0,0,14206,primary,,,government,Chitego,223,3,74,,1,Dodoma,20,0,0
PS0402-104,Udumuka Primary School,Iringa,54.83870968,55,5562,80,6,7.5,12449,primary,,,government,Ifunda,277,3,92,,,Iringa,31,17,47.33870968
PS0402-122,Chamgogo Primary School,Iringa,30.76923077,31,12743,30,0,0,14133,primary,,,government,Maboga B',212,3,71,,,Iringa,13,4,30.76923077
PS0702-186,Uri Primary School,Moshi,18.42105263,18,11447,33,6,18.18181818,8340,primary,,,government,Kibosho Kati,266,3,89,3,0,Kilimanjaro,38,7,0.23923445
PS0706-060,Makasa Primary School,Same,76.74418605,77,3116,50,31,62,1565,primary,,,government,Kirangare,280,3,93,,0,Kilimanjaro,43,33,14.74418605
PS0706-156,Chanika Primary School,Same,25,25,11571,13,0,0,11951,primary,37.5449971,-4.3664043,government,Jiungeni,139,3,46,,0,Kilimanjaro,4,1,25
PS0802-011,Chiuta Primary School,Lindi,16.66666667,17,13732,59,1,1.694915254,15068,primary,,,government,Mandwanga,531,3,177,1,,Lindi,36,6,14.97175141
PS0802-072,Mputwa Primary School,Lindi,0,0,14865,17,1,5.882352941,14123,primary,,,government,Milola,216,3,72,1,,Lindi,13,0,-5.882352941
PS0802-120,Mmumbu Primary School,Lindi,58.33333333,58,7291,20,0,0,14945,primary,,,government,Nachunyu,357,3,119,,,Lindi,24,14,58.33333333
PS0806-056,Mmawa Primary School,Ruangwa,0,0,14580,15,1,6.666666667,13426,primary,,,government,Nandagala,77,3,26,,,Lindi,6,0,-6.666666667
PS0806-065,Mtawilile Primary School,Ruangwa,0,0,15638,,,,,primary,,,government,Malolo,67,3,22,,,Lindi,10,0,
PS1101-077,Ipinde Primary School,Kilombero,4.081632653,4,14518,46,0,0,13531,primary,35.6635535,-9.0203762,government,Masagati,218,3,73,1,0,Morogoro,49,2,4.081632653
PS1101-152,Ipapa Primary School,Kilombero,68.51851852,69,5223,60,11,18.33333333,8622,primary,,,government,Mchombe,411,3,137,1,0,Morogoro,54,37,50.18518519
PS1101-160,Mkuyuni Primary School,Kilombero,20,20,11619,13,0,0,10719,primary,35.9591559,-8.7529071,government,Chisano,151,3,50,1,0,Morogoro,10,2,20
PS1103-040,Kitonga Primary School,Morogoro,0,0,15554,46,0,0,15253,primary,37.7630513,-7.2132373,government,Kasanga,376,3,125,1,,Morogoro,39,0,0
PS1103-053,Lanzi Primary School,Morogoro,5.555555556,6,15120,74,0,0,15129,primary,37.6839903,-7.0850502,government,Kibungo,244,3,81,1,,Morogoro,36,2,5.555555556
PS1103-054,Logo Primary School,Morogoro,0,0,15526,18,0,0,15260,primary,37.7751671,-6.9911793,government,Tawa,242,3,81,1,,Morogoro,26,0,0
PS1103-064,Lulongwe Primary School,Morogoro,7.692307692,8,14171,24,0,0,14896,primary,38.1900129,-6.9580656,government,Matuli,196,3,65,1,,Morogoro,26,2,7.692307692
PS1103-077,Mgozo Primary School,Morogoro,0,0,15376,31,0,0,14673,primary,37.7533577,-6.9585732,government,Tegetero,318,3,106,1,,Morogoro,28,0,0
PS1103-079,Mifulu Primary School,Morogoro,4,4,14400,21,0,0,15277,primary,37.7441144,-6.9628537,government,Tegetero,349,3,116,1,,Morogoro,25,1,4
PS1103-105,Singisa Primary School,Morogoro,4.347826087,4,15205,42,0,0,14316,primary,37.6751043,-7.268355,government,Singisa,357,3,119,1,,Morogoro,46,2,4.347826087
PS1103-113,Vihengere Primary School,Morogoro,13.15789474,13,14256,29,4,13.79310345,12271,primary,,,government,Lindi,240,3,80,1,,Morogoro,38,5,-0.635208712
PS1103-115,Zongomero Primary School,Morogoro,23.45679012,23,12958,55,17,30.90909091,7088,primary,,,government,Kisaki,541,3,180,1,,Morogoro,81,19,-7.452300786
PS1103-126,Lubumu Primary School,Morogoro,30,30,9626,,,,,primary,38.2453141,-6.9229078,government,Kidugalo,107,3,36,1,,Morogoro,10,3,
PS1103-143,Ng'weme Primary School,Morogoro,25,25,14420,18,3,16.66666667,14511,primary,,,government,Mtombozi,130,3,43,1,,Morogoro,16,4,8.333333333
PS1104-073,Ujirani Primary School,Morogoro Municipal,35.71428571,36,10369,5,4,80,2129,primary,,,government,Mkundi,400,3,133,1,0,Morogoro,14,5,-44.28571429
PS1106-005,Chohero Primary School,Mvomero,13.95348837,14,14630,39,0,0,15313,primary,37.5603412,-7.1592985,government,Kikeo,272,3,91,,0,Morogoro,43,6,13.95348837
PS1106-008,Diburuma Primary School,Mvomero,15,15,15455,13,4,30.76923077,5253,primary,37.8942739,-5.8353783,government,Kibati,307,3,102,,0,Morogoro,20,3,-15.76923077
PS1106-049,Lukunguni Primary School,Mvomero,17.85714286,18,14259,58,3,5.172413793,14495,primary,37.5306189,-7.1614925,government,Kikeo,403,3,134,,0,Morogoro,28,5,12.68472906
PS1106-053,Lusungi Primary School,Mvomero,11.42857143,11,15051,22,0,0,14967,primary,37.5475303,-7.0784947,government,Langali/mgt,272,3,91,,0,Morogoro,35,4,11.42857143
PS1106-138,Lubanta Primary School,Mvomero,0,0,15518,28,2,7.142857143,14929,primary,,,government,Kinda,187,3,62,,0,Morogoro,18,0,-7.142857143
PS1206-066,Namaromba Primary School,Nanyumbu,0,0,15558,5,0,0,14972,primary,,,government,Mkonona,294,3,98,,0,Mtwara,21,0,0
PS1401-112,Java Primary School,Bagamoyo,50,50,7619,,,,,primary,,,government,Mkange,8,3,3,1,,Pwani,8,4,
PS1401-123,Machala Primary School,Bagamoyo,100,100,687,,,,,primary,,,government,Miono,175,3,58,1,,Pwani,11,11,
PS1403-136,Sofu Primary School,Kisarawe,52.63157895,53,8603,,,,,primary,,,government,Chole,50,3,17,,,Pwani,19,10,
PS1405-038,Misimbo Primary School,Rufiji,16.66666667,17,14810,7,1,14.28571429,11426,primary,,,government,Mchukwi,50,3,17,,,Pwani,6,1,2.380952381
PS1405-050,Msindaji Primary School,Rufiji,83.33333333,83,2184,6,2,33.33333333,10060,primary,,,government,Mwambao,95,3,32,,,Pwani,6,5,50
PS1405-053,Mtanza Primary School,Rufiji,42.85714286,43,9017,10,1,10,11588,primary,,,government,Mwaseni,95,3,32,,,Pwani,14,6,32.85714286
PS1405-062,Nyakinyo Primary School,Rufiji,33.33333333,33,11327,14,6,42.85714286,3577,primary,,,government,Mahege,79,3,26,,,Pwani,12,4,-9.523809524
PS1405-084,Kaunda Primary School,Rufiji,27.27272727,27,12728,14,2,14.28571429,7676,primary,,,government,Mkongo,98,3,33,,,Pwani,11,3,12.98701299
PS1405-087,Mkwandara Primary School,Rufiji,20,20,10950,,,,,primary,,,government,Bungu,96,3,32,,,Pwani,10,2,
PS1405-094,Msoro Primary School,Rufiji,0,0,13147,,,,,primary,,,government,Mtawanya,52,3,17,,,Pwani,13,0,
PS1405-118,Nyakipande Primary School,Rufiji,35,35,9800,29,4,13.79310345,10846,primary,,,government,Chumbi,120,3,40,,,Pwani,20,7,21.20689655
PS1405-119,Ngondae Primary School,Rufiji,23.33333333,23,11367,,,,,primary,,,government,Mlanzi,140,3,47,,,Pwani,30,7,
PS1601-204,Ruvuma Primary School,Mbinga,0,0,15076,18,3,16.66666667,12613,primary,,,government,Kitanda,135,3,45,,0,Ruvuma,11,0,-16.66666667
PS1601-214,Chunya Primary School,Mbinga,33.33333333,33,10559,7,0,0,10112,primary,,,government,Mpapa,118,3,39,,0,Ruvuma,12,4,33.33333333
PS1601-236,Ulima Primary School,Mbinga,10,10,14185,11,2,18.18181818,12149,primary,,,government,Ukata,153,3,51,,0,Ruvuma,10,1,-8.181818182
PS1602-125,Tumaini Primary School,Tunduru,16.66666667,17,12105,4,0,0,14844,primary,,,government,Nandembo,67,3,22,,,Ruvuma,12,2,16.66666667
PS1605-086,Semeni Primary School,Namtumbo,36.36363636,36,7753,10,2,20,8083,primary,,,government,Magazini,128,3,43,,0,Ruvuma,11,4,16.36363636
PS1802-093,Dabia Primary School,Manyoni,0,0,15530,11,0,0,15271,primary,,,government,Makutupora,290,3,97,1,0,Singida,6,0,0
PS2103-063,Ndotoi Primary School,Kiteto,5.882352941,6,15613,18,3,16.66666667,12331,primary,36.8363413,-5.9202742,government,Dongo,203,3,68,2,0,Manyara,34,2,-10.78431373
PS2103-065,Sachande Primary School,Kiteto,61.11111111,61,4935,19,0,0,13872,primary,,,government,Sunya,232,3,77,2,0,Manyara,18,11,61.11111111
PS2103-071,Lembapuli Primary School,Kiteto,15.78947368,16,15420,24,1,4.166666667,15220,primary,,,government,Loolera,157,3,52,2,0,Manyara,19,3,11.62280702
PS2104-119,Endanyawish Primary School,Mbulu,25,25,12822,17,6,35.29411765,6235,primary,35.2672246,-3.711495,government,Masieda,122,3,41,4,,Manyara,16,4,-10.29411765
